sub,ses,task,edf_start,edf_duration_s,edf_n_signals,edf_fs,json_fs,json_duration_s,n_events,first_event_s,last_event_s,ecg_exists,button_exists,ecg_fs,ecg_duration_s,ecg_start_declared
sub-002,ses-01,mentalarithmetic,2024-02-12 08:27:32,215.999136,33,250.00100000400002,250.0009635339967,215.999136,73,25.0,203.5,True,False,1896.523892213537,215.00019149460286,0.0
sub-002,ses-01,motorimagery,2023-12-14 17:43:49,215.999136,33,250.00100000400002,250.0009635339967,215.999136,19,25.0,200.0,True,False,1896.523892213537,215.00019149460286,0.0
sub-002,ses-01,nback,2023-12-12 11:59:42,215.999136,33,250.00100000400002,250.0009635339967,215.999136,121,25.0,204.5,True,True,1896.523892213537,215.00019149460286,0.0
sub-002,ses-01,nbackarithmetic,2024-02-12 09:27:00,215.999136,33,250.00100000400002,250.0009635339967,215.999136,73,25.0,203.5,True,True,1896.523892213537,215.00019149460286,0.0
sub-002,ses-01,passivemotor,2024-02-19 11:30:20,215.999136,33,250.00100000400002,250.0009635339967,215.999136,19,25.0,194.0,True,False,1896.523892213537,215.00019149460286,0.0
sub-002,ses-02,activemotor,2024-02-11 12:40:18,215.999136,33,250.00100000400002,250.00092087268928,215.999136,19,25.0,197.0,True,False,1932.793855536295,215.00016611171213,0.0
sub-002,ses-02,full,2024-02-12 10:31:50,215.999136,33,250.00100000400002,250.00092087268928,215.999136,73,25.0,203.5,True,False,1932.793855536295,215.00016611171213,0.0
sub-002,ses-02,mentalarithmetic,2024-02-14 17:01:01,215.999136,33,250.00100000400002,250.00092087268928,215.999136,73,25.0,203.5,True,False,1932.793855536295,215.00016611171213,0.0
sub-002,ses-02,motorimagery,2023-12-14 17:44:38,215.999136,33,250.00100000400002,250.00092087268928,215.999136,19,25.0,198.0,True,False,1932.793855536295,215.00016611171213,0.0
sub-002,ses-02,nback,2023-12-12 12:00:21,215.999136,33,250.00100000400002,250.00092087268928,215.999136,121,25.0,204.5,True,True,1932.793855536295,215.00016611171213,0.0
sub-002,ses-02,nbackarithmetic,2024-02-12 09:27:29,215.999136,33,250.00100000400002,250.00092087268928,215.999136,73,25.0,203.5,True,True,1932.793855536295,215.00016611171213,0.0
sub-002,ses-02,passivemotor,2024-02-19 11:31:23,215.999136,33,250.00100000400002,250.00092087268928,215.999136,19,25.0,194.0,True,False,1932.793855536295,215.00016611171213,0.0
sub-002,ses-03,activemotor,2024-02-11 12:45:03,215.999352,33,250.00075000225,250.00074721488596,215.99935200000002,19,25.0,199.0,True,False,1935.124979241626,215.0000669016481,0.0
sub-002,ses-03,full,2024-02-12 10:32:17,215.999352,33,250.00075000225,250.00074721488596,215.99935200000002,73,25.0,203.5,True,False,1935.124979241626,215.0000669016481,0.0
sub-002,ses-03,mentalarithmetic,2024-02-14 17:01:34,215.999352,33,250.00075000225,250.00074721488596,215.99935200000002,73,25.0,203.5,True,False,1935.124979241626,215.0000669016481,0.0
sub-002,ses-03,motorimagery,2023-12-14 18:07:27,215.999352,33,250.00075000225,250.00074721488596,215.99935200000002,19,25.0,198.0,True,False,1935.124979241626,215.0000669016481,0.0
sub-002,ses-03,nback,2023-12-12 12:01:02,215.999352,33,250.00075000225,250.00074721488596,215.99935200000002,121,25.0,204.5,True,True,1935.124979241626,215.0000669016481,0.0
sub-002,ses-03,nbackarithmetic,2024-02-12 09:27:56,215.999352,33,250.00075000225,250.00074721488596,215.99935200000002,73,25.0,203.5,True,True,1935.124979241626,215.0000669016481,0.0
sub-003,ses-01,activemotor,2024-02-11 12:48:26,215.998272,33,250.00200001600012,250.00197788831903,215.99827200000001,19,25.0,199.0,True,False,1986.7995071690684,215.00005333132503,0.0
sub-003,ses-01,full,2024-02-12 10:32:44,215.998272,33,250.00200001600012,250.00197788831903,215.99827200000001,73,25.0,203.5,True,False,1986.7995071690684,215.00005333132503,0.0
sub-003,ses-01,mentalarithmetic,2024-02-14 17:02:06,215.998272,33,250.00200001600012,250.00197788831903,215.99827200000001,73,25.0,203.5,True,False,1986.7995071690684,215.00005333132503,0.0
sub-003,ses-01,motorimagery,2023-12-14 18:08:05,215.998272,33,250.00200001600012,250.00197788831903,215.99827200000001,19,25.0,200.0,True,False,1986.7995071690684,215.00005333132503,0.0
sub-003,ses-01,nback,2023-12-12 12:02:58,215.998272,33,250.00200001600012,250.00197788831903,215.99827200000001,121,25.0,204.5,False,True,,,
