sub,ses,task,eeg_fs,n_bins,eeg_ok_bins,eeg_std_uV_median,ecg_beats,ecg_coverage,hr_file,rmssd_file,clock_source
sub-001,ses-03,motorimagery,250.00075000225,21,20,715.9682328086548,203,0.9849808146362261,56.948269433771316,112.5881456288399,declared_unverified
sub-001,ses-03,nback,250.00075000225,21,19,673.3387199786025,217,0.9754267777315146,61.7975592328267,86.91787601562609,event_matched
sub-001,ses-03,nbackarithmetic,250.00075000225,21,19,708.0868721238905,200,0.979979405964292,56.099827013061514,130.51366285828004,declared_unverified
sub-001,ses-03,passivemotor,250.00075000225,21,19,734.1843065027448,198,0.9828291617529364,55.65321814056989,126.6460846388541,declared_unverified
sub-002,ses-01,activemotor,250.00100000400002,21,19,268.07565111277074,244,0.9839804979975623,68.63431105286253,57.48683180387953,declared_unverified
sub-002,ses-01,full,250.00100000400002,21,20,268.98675273235165,263,0.9967921756553599,73.63148032114951,44.24505500822968,declared_unverified
sub-002,ses-01,mentalarithmetic,250.00100000400002,21,20,263.89560623836894,246,0.9843851547382851,69.1730896992077,64.72979066143768,declared_unverified
sub-002,ses-01,motorimagery,250.00100000400002,21,20,284.2964200276719,243,0.994403474652547,68.19555121938035,62.666732882878286,declared_unverified
sub-002,ses-01,nback,250.00100000400002,21,20,294.29635669097144,286,0.968032117482888,82.44962223760835,25.92787916567073,event_matched
sub-002,ses-01,nbackarithmetic,250.00100000400002,21,20,1776.0467847827742,263,0.9910288826814272,73.77808581050694,44.9343940374576,declared_unverified
sub-002,ses-01,passivemotor,250.00100000400002,21,20,277.46137159390645,231,0.9926892015509389,64.65869603763801,78.15966248399668,declared_unverified
sub-002,ses-02,activemotor,250.00100000400002,21,20,241.6871235679389,245,0.9830369798171584,68.98407942609629,63.56561420379289,declared_unverified
sub-002,ses-02,full,250.00100000400002,21,20,219.18624113063862,256,0.9762820929320348,72.03402333208145,68.4075419699265,declared_unverified
sub-002,ses-02,mentalarithmetic,250.00100000400002,21,19,195.59632148106454,254,0.9941186521028706,71.30302405520395,62.14757584838513,declared_unverified
sub-002,ses-02,motorimagery,250.00100000400002,21,19,230.58154450622752,243,0.9877897057160252,68.36964502855703,58.03169886617533,declared_unverified
sub-002,ses-02,nback,250.00100000400002,21,19,253.9975233218752,263,0.9803417631048896,74.01304953671543,48.69033355354147,declared_unverified
sub-002,ses-02,nbackarithmetic,250.00100000400002,21,20,215.6728830428782,243,0.9731513099475154,69.68484797924594,64.2811347064333,event_matched
sub-002,ses-02,passivemotor,250.00100000400002,21,19,233.93474776233944,248,0.9789171485569762,69.84456273847327,68.22840006624729,declared_unverified
sub-002,ses-03,activemotor,250.00075000225,21,19,3332.6243508431185,237,0.9593944987645775,66.90264184491966,60.56556308104781,declared_unverified
sub-002,ses-03,full,250.00075000225,21,19,147.1529708980591,253,0.9771807370232567,71.3966388279763,58.49910922333264,declared_unverified
sub-002,ses-03,mentalarithmetic,250.00075000225,21,19,171.98043100877743,252,0.9894628556045879,70.79243999382727,59.56554617283324,declared_unverified
sub-002,ses-03,motorimagery,250.00075000225,21,18,166.01782190933324,251,0.9793583494370895,70.66798463450856,58.57156865217964,declared_unverified
sub-002,ses-03,nback,250.00075000225,21,20,186.33010013969772,250,0.973707613471393,71.36469871337107,63.571387175664185,event_matched
sub-002,ses-03,nbackarithmetic,250.00075000225,21,20,176.70468509753707,241,0.9582263755492102,69.3140845195309,70.4226571291918,event_matched
sub-003,ses-01,activemotor,250.00200001600012,21,20,333.7771579310364,216,0.9964580182694154,60.4933210530534,109.66607902524007,declared_unverified
