sub,ses,task,eeg_fs,n_bins,eeg_ok_bins,eeg_std_uV_median,ecg_beats,ecg_coverage,hr_file,rmssd_file,clock_source
sub-003,ses-01,full,250.00200001600012,21,20,324.49386268836577,267,0.9942574479939695,74.9419675703799,63.577952520197435,declared_unverified
sub-003,ses-01,mentalarithmetic,250.00200001600012,21,20,280.35936783260235,241,0.9949714628173855,67.59570478540644,79.69412364756467,declared_unverified
sub-003,ses-01,motorimagery,250.00200001600012,21,19,252.0087614511564,215,0.9952547277145439,60.2860588812518,94.10877082524286,declared_unverified
sub-003,ses-01,nback,250.00200001600012,21,20,310.6437977958099,0,,,,event_matched
sub-003,ses-01,nbackarithmetic,250.00200001600012,21,20,544.4425178259556,233,0.9947912033373755,65.36370593811218,85.38683104124482,declared_unverified
sub-003,ses-01,passivemotor,250.00200001600012,21,20,231.52743776147273,218,0.9965961391696827,61.04498283746468,86.48696764382437,declared_unverified
sub-003,ses-02,activemotor,250.00075000225,21,19,474.2287101033028,231,0.9968556643969353,64.66834415614687,101.27958887467108,declared_unverified
sub-003,ses-02,full,250.00075000225,21,20,501.8322238651899,243,0.9951457111026843,68.14463033957638,80.00266476320836,declared_unverified
sub-003,ses-02,mentalarithmetic,250.00075000225,21,20,536.3378740930185,206,0.995136289872413,57.76924588323699,119.40073730453261,declared_unverified
sub-003,ses-02,motorimagery,250.00075000225,21,20,458.31249528076654,215,0.9622185113042987,60.615629600994886,109.44967230671762,declared_unverified
sub-003,ses-02,nback,250.00075000225,21,20,347.7565583509933,244,0.9891867829560523,68.55513820600667,78.05057578613136,declared_unverified
sub-003,ses-02,passivemotor,250.00075000225,21,20,436.0272661082019,262,0.9993452244961408,73.16405909407793,57.52865406486887,declared_unverified
sub-003,ses-03,activemotor,250.00050000099998,21,20,539.9012001305357,211,0.9913546633561869,59.11562144324282,115.27896308912878,declared_unverified
