pid,feature,cycle,n_ref_bins,ref_median,ref_scale,scale_flag,n_challenge_valid,n_recovery_valid,resp_phys,resp_z,burden,t_depart_b1.5,return_time_b1.5,status_b1.5,t_depart_b2.0,return_time_b2.0,status_b2.0,residual_60,residual_180,residual_360,t_depart_b2.5,return_time_b2.5,status_b2.5,resp_phys_preref
p05,eeg_frontal_theta,1,18,1.0539641482392397,0.06602755294206535,False,36,36,0.00798487177666174,0.12093242019233875,382.0091839911332,200.0,50.0,returned,,,not_estimable,0.6396404742059602,2.4976460608648585,-2.7755120238033424,,,not_estimable,
p05,eeg_frontal_theta,2,18,1.0539641482392397,0.06602755294206535,False,35,35,-0.014720759473526135,-0.22294873605936286,351.87542499706683,90.0,30.0,returned,,,not_estimable,2.675402723595831,-1.9454817334733676,0.9238040361169157,,,not_estimable,0.06441532491517343
p05,eeg_frontal_alpha,1,18,0.8152148966209124,0.08450820153218759,False,36,36,0.01969850192523792,0.23309574181075282,225.02697770287404,,,not_estimable,,,not_estimable,1.3006361955513737,1.2709541852630857,0.716405740780873,,,not_estimable,
p05,eeg_frontal_alpha,2,18,0.8152148966209124,0.08450820153218759,False,35,35,0.0207549161856333,0.2455964724054403,195.44259380797868,,,not_estimable,,,not_estimable,1.5897712671578776,-0.5668881286582192,-0.6241306798971208,,,not_estimable,0.01655177324124224
p05,eeg_central_alpha,1,18,0.8184109682831184,0.054106894238331274,False,36,36,0.058284452360535255,1.077209349769782,483.8962188231851,230.0,30.0,returned,230.0,30.0,returned,3.0043512235279106,1.4687535784919599,1.6538124781067223,,,not_estimable,
p05,eeg_central_alpha,2,18,0.8184109682831184,0.054106894238331274,False,35,35,0.07648495740262407,1.4135898664913458,511.1522619630533,50.0,160.0,returned,60.0,90.0,returned,2.40876942662921,-0.01732506202552848,-0.1894897795287501,,,not_estimable,0.03083155466992671
p05,eeg_parietal_alpha,1,18,0.9301927653848584,0.09615427145670052,False,36,36,0.10403016568598888,1.0819089376891071,376.1242577564241,,,not_estimable,,,not_estimable,1.791648156001803,1.250793723433535,-0.07488675117383985,,,not_estimable,
p05,eeg_parietal_alpha,2,18,0.9301927653848584,0.09615427145670052,False,35,35,0.12128276857776987,1.261335214134351,403.1937824731528,60.0,60.0,returned,,,not_estimable,1.0330813617791175,0.07496844266196757,0.27124164758768676,,,not_estimable,0.053713634892723405
p05,eeg_occipital_alpha,1,18,0.9387116842827724,0.06471887029722573,False,36,36,0.10049506075096903,1.5527938032514883,543.0713689544534,70.0,60.0,returned,,,not_estimable,1.0509621464901602,2.2406649640385288,-1.002212669017564,,,not_estimable,
p05,eeg_occipital_alpha,2,18,0.9387116842827724,0.06471887029722573,False,35,35,0.07081908284501293,1.0942570925569555,441.80729026540524,,,not_estimable,,,not_estimable,0.8042243335514001,0.4806438174963806,0.5427081495253308,,,not_estimable,0.026470966004775942
p05,eeg_central_beta,1,18,0.9539615807769284,0.058579745841752066,False,36,36,0.045517305095716054,0.7770143834129448,362.05304907711997,220.0,30.0,returned,,,not_estimable,0.3391082431839246,1.0873241983980837,-0.45672759931849766,,,not_estimable,
p05,eeg_central_beta,2,18,0.9539615807769284,0.058579745841752066,False,35,35,0.009757830890254282,0.1665734589667594,242.18400971064364,,,not_estimable,,,not_estimable,1.99568762514801,-0.14935774936956545,0.05954272736688456,,,not_estimable,0.009101730673651054
p05,eeg_parietal_beta,1,18,1.0440687294400322,0.062201476899394266,False,36,36,0.11681921832396513,1.8780778873291168,694.1402265608974,30.0,50.0,returned,160.0,50.0,returned,1.2669710199417847,2.7024671689160527,-0.010686256171573571,220.0,30.0,returned,
p05,eeg_parietal_beta,2,18,1.0440687294400322,0.062201476899394266,False,35,35,0.07434927662579827,1.1952976091878342,477.3984470953139,240.0,150.0,returned,,,not_estimable,3.026170183105866,0.8781883910976686,0.30149659394140643,,,not_estimable,0.009883963787204797
p06,eeg_frontal_theta,1,18,0.9422488597024603,0.1281433945444126,False,35,36,0.035923459922778345,0.2803379764559601,230.1744626816935,,,not_estimable,,,not_estimable,-1.0190152561214516,-1.0110933954193728,0.28300887219278203,,,not_estimable,
p06,eeg_frontal_theta,2,18,0.9422488597024603,0.1281433945444126,False,36,35,0.009992964312091734,0.07798267204969647,221.84828021865712,,,not_estimable,,,not_estimable,2.9886616208378642,0.15754682108251944,1.1633645267464154,,,not_estimable,0.0326408059758303
p06,eeg_frontal_alpha,1,18,0.6134070706240689,0.05577279300327316,False,35,36,0.07141935611209393,1.2805411432040443,495.092615094846,319.99999999999994,120.0,returned,319.99999999999994,40.0,returned,-1.6636751890255455,-5.478910235011985,-2.852622145870293,,,not_estimable,
p06,eeg_frontal_alpha,2,18,0.6134070706240689,0.05577279300327316,False,36,35,-0.09547317744126582,-1.7118234949370879,758.0736732539476,10.0,,censored,10.0,50.0,returned,1.8620410868708186,2.328152153236831,3.5228922863176346,10.0,30.0,returned,0.004917672793231409
p06,eeg_central_alpha,1,18,0.6085522441330721,0.07091777916370885,False,35,36,0.06876658909546318,0.9696664208381399,373.83204280190546,319.99999999999994,40.0,returned,,,not_estimable,-1.6954163292248186,-2.9028200489149807,-2.319896125832916,,,not_estimable,
p06,eeg_central_alpha,2,18,0.6085522441330721,0.07091777916370885,False,36,35,-0.10010729232810711,-1.4115965489699884,596.0996536442822,10.0,30.0,returned,10.0,30.0,returned,-0.9809217842879216,2.039676866730204,0.9180165063100442,10.0,30.0,returned,0.008333583247182919
p06,eeg_parietal_alpha,1,18,0.7439917757225307,0.05,True,35,36,0.06791165730801907,1.3582331461603814,589.107868887843,159.99999999999994,40.0,returned,319.99999999999994,40.0,returned,-3.260936660465261,-2.0959092587884998,-3.03774295181368,,,not_estimable,
