pid,ses,task,file,demand_rank,n_rest_bins_session,n_task_bins_valid_eeg,clock_source,eeg_frontal_theta_resp_phys,eeg_frontal_theta_resp_own_rest_phys,eeg_frontal_theta_scale_flag,eeg_frontal_theta_resp_z,eeg_frontal_theta_burden,eeg_frontal_theta_t_depart_b1.5,eeg_frontal_theta_t_depart_b2.0,eeg_frontal_theta_t_depart_b2.5,eeg_frontal_theta_departed_b2,eeg_parietal_alpha_resp_phys,eeg_parietal_alpha_resp_own_rest_phys,eeg_parietal_alpha_scale_flag,eeg_parietal_alpha_resp_z,eeg_parietal_alpha_burden,eeg_parietal_alpha_t_depart_b1.5,eeg_parietal_alpha_t_depart_b2.0,eeg_parietal_alpha_t_depart_b2.5,eeg_parietal_alpha_departed_b2,eeg_occipital_alpha_resp_phys,eeg_occipital_alpha_resp_own_rest_phys,eeg_occipital_alpha_scale_flag,eeg_occipital_alpha_resp_z,eeg_occipital_alpha_burden,eeg_occipital_alpha_t_depart_b1.5,eeg_occipital_alpha_t_depart_b2.0,eeg_occipital_alpha_t_depart_b2.5,eeg_occipital_alpha_departed_b2,eeg_central_beta_resp_phys,eeg_central_beta_resp_own_rest_phys,eeg_central_beta_scale_flag,eeg_central_beta_resp_z,eeg_central_beta_burden,eeg_central_beta_t_depart_b1.5,eeg_central_beta_t_depart_b2.0,eeg_central_beta_t_depart_b2.5,eeg_central_beta_departed_b2,load_rating,hr_resp_phys,hr_resp_own_rest_phys,hr_scale_flag,hr_resp_z,hr_burden,hr_t_depart_b1.5,hr_t_depart_b2.0,hr_t_depart_b2.5,hr_departed_b2,error_rate_task,rt_mean_task,hits_task,n_targets_task
sub-022,ses-02,mentalarithmetic,sub-022_ses-02_mentalarithmetic,3,6,16,declared_unverified,-0.11927318464995107,-0.006492900711239091,False,-0.9509029178231743,267.3692312977756,120.0,120.0,120.0,True,-0.1800606407450076,0.02464846468204751,False,-0.5158895341514274,118.43066253589305,,,,False,-0.13167144202033199,0.0912825120479187,False,-0.3498572066175563,95.68593198315669,,,,False,-0.5473712861408805,-0.2574562532945418,False,-0.9922104771764619,166.13266968359756,,,,False,5.0,,,,,,,,,,,,,
sub-022,ses-02,motorimagery,sub-022_ses-02_motorimagery,1,6,18,declared_unverified,-0.10870579031920835,0.39556450616559125,False,-0.8666545921631983,270.0335411311237,60.0,60.0,60.0,True,0.12101343117395102,0.40495227776595244,False,0.3467140979621681,100.83528919523546,,,,False,-0.024272506667725846,0.2535525505618287,False,-0.06449319039936799,85.75453647041786,,,,False,-0.5415007336238443,0.03286309484340022,False,-0.9815690280144413,168.9586995147985,,,,False,2.0,,,,,,,,,,,,,
sub-022,ses-02,nback,sub-022_ses-02_nback,4,6,18,declared_unverified,-0.12711512231836375,-0.1521861385283283,False,-1.0134225984384444,247.40525345562003,70.0,,,False,-0.17284790548979934,-0.3953618320343153,False,-0.4952244148040158,89.45457247066818,,,,False,-0.09357535967181208,-0.362327015693243,False,-0.24863412628197737,70.28469441780118,,,,False,-0.5511757353650708,-0.8036860781191058,False,-0.999106736581556,167.88385242912543,,,,False,6.0,,,,,,,,,,,,,
sub-022,ses-02,nbackarithmetic,sub-022_ses-02_nbackarithmetic,5,6,17,declared_unverified,-0.09126157777458443,-0.16082514226869948,False,-0.7275809801313493,183.413782472639,,,,False,-0.11830302085027067,-0.3164181581334633,False,-0.3389485345749825,66.69020831178331,,,,False,-0.0436025559749218,-0.3393853153474409,False,-0.1158540394234935,38.34190270159529,,,,False,-0.5259051253967199,-0.9684047151097733,False,-0.9532991383203926,153.8880970891288,,,,False,6.0,,,,,,,,,,,,,
sub-022,ses-03,activemotor,sub-022_ses-03_activemotor,2,8,18,declared_unverified,-0.10553879656242038,-0.20991898930853292,False,-0.6273817019510743,214.4946577934364,40.0,,,False,-0.0611506994290647,-0.02715049344167264,False,-0.43047089594930965,198.85715203332978,160.0,,,False,-0.04623125519828175,-0.08464464552220097,False,-0.485590232859042,208.86916445444194,,,,False,-0.2026449655655307,0.008144864054849155,False,-0.822130614910463,153.96255299422907,,,,False,3.0,,,,,,,,,,,,,
sub-022,ses-03,full,sub-022_ses-03_full,6,8,18,declared_unverified,0.08046972943205999,0.1888620807629744,False,0.478357129804574,138.66353908753476,,,,False,-0.1517024854001574,-0.17698669712337312,False,-1.067911003760397,211.20665973038737,,,,False,-0.039550615302211156,0.02083712443418173,False,-0.4154200964682627,170.60958665953598,,,,False,-0.18053167358128142,-0.1902920330536788,False,-0.7324169904640341,120.46494548458281,,,,False,5.0,,,,,,,,,,,,,
sub-022,ses-03,mentalarithmetic,sub-022_ses-03_mentalarithmetic,3,8,18,declared_unverified,-0.009681882882540904,-0.008177637949362548,False,-0.05755453310808704,153.939684254329,,,,False,0.047076541479725176,0.1786540934548304,False,0.3313957350966982,163.6802395603387,,,,False,0.006510842246780335,0.015293807298237816,False,0.06838666588572435,115.50972447150474,,,,False,-0.16262714713813686,-0.16678844437935303,False,-0.6597783276020989,145.80899504539897,150.0,,,False,7.0,,,,,,,,,,,,,
sub-022,ses-03,motorimagery,sub-022_ses-03_motorimagery,1,8,18,declared_unverified,-0.0022318882430165665,0.18379930798581823,False,-0.013267593435558628,148.22497912896802,,,,False,-0.10438304425465539,-0.041041432901121055,False,-0.7348053742924336,201.3118511609902,,,,False,-0.041515953663075145,0.03576057574136349,False,-0.43606303830935345,233.96860432446542,,,,False,-0.1468183529007504,-0.08003382473640397,False,-0.5956420501914834,163.39183075888207,,,,False,1.0,,,,,,,,,,,,,
sub-022,ses-03,nback,sub-022_ses-03_nback,4,8,18,declared_unverified,0.012451895502342492,,False,0.0740210391555508,155.9959954027981,20.0,20.0,,True,0.14065995331635905,,False,0.9901770003222891,331.02408562144444,20.0,20.0,20.0,True,0.10002211167851716,,False,1.0505827776622731,392.27556770684424,10.0,20.0,20.0,True,-0.21474830133467915,,False,-0.8712338475054028,143.98957585672207,,,,False,7.0,,,,,,,,,,,,,
sub-022,ses-03,nbackarithmetic,sub-022_ses-03_nbackarithmetic,5,8,18,declared_unverified,-0.044125161079827,-0.16848862458498948,False,-0.26230466481351256,181.73811915327857,,,,False,0.03999132645613179,-0.21203381508771946,False,0.28151930052316143,254.67386182322338,140.0,,,False,0.11665508453232531,-0.32449109733364634,False,1.2252872957762226,309.28439133131883,,,,False,-0.1410088805031755,-0.5479891710820408,False,-0.5720730209723535,122.66365969517236,,,,False,7.0,,,,,,,,,,,,,
sub-023,ses-01,activemotor,sub-023_ses-01_activemotor,2,12,18,declared_unverified,-0.025254425762602173,-0.11777690804700258,False,-0.08696561445453749,65.19912614924787,,,,False,0.14080427477682722,0.0385571609798212,False,2.213610060042613,556.0913075856267,90.0,90.0,90.0,True,0.006960228024522674,-0.03904268516538467,False,0.06720290344016192,276.8818891017769,160.0,,,False,-0.011295297883843869,-0.0733167529940435,False,-0.16841601026444872,192.06735436230812,40.0,40.0,,True,1.0,,,,,,,,,,,,,
